#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-03T10:07:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d1c7e3023be0 
#INFO -out.max=unlimited 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/813/47/map_list
#-nav=cat:J/ApJ/813/47&tab:{J/ApJ/813/47/map_list}&key:source=J/ApJ/813/47/map_list&HTTPPRM:&&-ref=VIZ5d1c7e3023be0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=Model&-out=Teff&-out=log(g)&-out=[Fe/H]&-out=C/O&-out=SpType&-out=pt&-ignore=pt=*&pt=pt&-out=ab&ab=ab&-out=sp&sp=sp&-out=Flags&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/ApJ/813/47/map_list
#-source=J/ApJ/813/47/map_list
#-out=Model
#-out=Teff
#-out=log(g)
#-out=[Fe/H]
#-out=C/O
#-out=SpType
#-out=pt
#-out=ab
#-out=sp
#-out=Flags
#
#
#RESOURCE=yCat_18130047
#Name: J/ApJ/813/47
#Title: Model atmospheres of irradiated exoplanets (Molliere+, 2015)
#Table J_ApJ_813_47_map_list:
#Name: J/ApJ/813/47/map_list
#Title: File for mapping the model number to the planetary log(g), [Fe/H], C/O, Teff and the host star spectral type and the model flags
#---Details of Columns:
#    Model            (A5)    [1/10640] Model ID [ucd=meta.id;stat.param;meta.modelled]
#    Teff (K)         (I4)    Effective temperature [ucd=phys.temperature.effective]
#    log(g) ([cm/s2]) (F4.1)  Gravitional acceleration [ucd=phys.gravity]
#    [Fe/H]           (F4.1)  Planetary metallicity [ucd=phys.abund.Z]
#    C/O              (F5.2)  Carbon-to-oxygen number ratio [ucd=phys.abund]
#    SpType           (A2)    Spectral type of host star [ucd=src.spType]
#    pt               (A2)    Display the Atmospheric structure file [ucd=meta.ref.url]
#    ab               (A2)    Display the Atmospheric abundances file [ucd=meta.ref.url]
#    sp               (A2)    Show the spectrum [ucd=meta.ref.url]
#    Flags            (a50)   Model flags (1) [ucd=meta.code.error]
#---- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
#           log(                                                                          
#           g) (            Sp                                                            
#      Teff [cm/ [F         Ty                                                            
#Model (K)  s2]) e/H] C/O   pe pt ab sp Flags                                             
#----- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
08998 1500  4.0  1.0  0.92 M5 pt ab sp 
08999 1500  4.0  1.0  0.93 M5 pt ab sp 
09000 1500  4.0  1.0  0.94 M5 pt ab sp 
09001 1500  4.0  1.0  0.95 M5 pt ab sp 
09002 1500  4.0  1.0  0.90 M5 pt ab sp 
09003 1500  4.0  1.0  1.05 M5 pt ab sp 
09004 1500  4.0  1.0  1.00 M5 pt ab sp 
09005 1500  4.0  1.0  1.12 M5 pt ab sp 
09006 1500  4.0  1.0  1.40 M5 pt ab sp 
09007 1500  4.0  2.0  0.35 M5 pt ab sp 
09008 1500  4.0  2.0  0.55 M5 pt ab sp 
09009 1500  4.0  2.0  0.71 M5 pt ab sp 
09010 1500  4.0  2.0  0.72 M5 pt ab sp 
09011 1500  4.0  2.0  0.73 M5 pt ab sp 
09012 1500  4.0  2.0  0.74 M5 pt ab sp 
09013 1500  4.0  2.0  0.75 M5 pt ab sp 
09014 1500  4.0  2.0  0.70 M5 pt ab sp 
09015 1500  4.0  2.0  0.85 M5 pt ab sp 
09016 1500  4.0  2.0  0.91 M5 pt ab sp 
09017 1500  4.0  2.0  0.92 M5 pt ab sp 
09018 1500  4.0  2.0  0.93 M5 pt ab sp 
09019 1500  4.0  2.0  0.94 M5 pt ab sp 
09020 1500  4.0  2.0  0.95 M5 pt ab sp 
09021 1500  4.0  2.0  0.90 M5 pt ab sp 
09022 1500  4.0  2.0  1.05 M5 pt ab sp 
09023 1500  4.0  2.0  1.00 M5 pt ab sp 
09024 1500  4.0  2.0  1.12 M5 pt ab sp 
09025 1500  4.0  2.0  1.40 M5 pt ab sp 
09026 1500  5.0 -0.5  0.35 M5 pt ab sp 
09027 1500  5.0 -0.5  0.55 M5 pt ab sp 
09028 1500  5.0 -0.5  0.71 M5 pt ab sp 
09029 1500  5.0 -0.5  0.72 M5 pt ab sp 
09030 1500  5.0 -0.5  0.73 M5 pt ab sp 
09031 1500  5.0 -0.5  0.74 M5 pt ab sp 
09032 1500  5.0 -0.5  0.75 M5 pt ab sp 
09033 1500  5.0 -0.5  0.70 M5 pt ab sp 
09034 1500  5.0 -0.5  0.85 M5 pt ab sp 
09035 1500  5.0 -0.5  0.91 M5 pt ab sp 
09036 1500  5.0 -0.5  0.92 M5 pt ab sp 
09037 1500  5.0 -0.5  0.93 M5 pt ab sp 
09038 1500  5.0 -0.5  0.94 M5 pt ab sp 
09039 1500  5.0 -0.5  0.95 M5 pt ab sp 
09040 1500  5.0 -0.5  0.90 M5 pt ab sp 
09041 1500  5.0 -0.5  1.05 M5 pt ab sp 
09042 1500  5.0 -0.5  1.00 M5 pt ab sp 
09043 1500  5.0 -0.5  1.12 M5 pt ab sp 
09044 1500  5.0 -0.5  1.40 M5 pt ab sp 
09045 1500  5.0  0.0  0.35 M5 pt ab sp 
09046 1500  5.0  0.0  0.55 M5 pt ab sp 
09047 1500  5.0  0.0  0.71 M5 pt ab sp 
09048 1500  5.0  0.0  0.72 M5 pt ab sp 
09049 1500  5.0  0.0  0.73 M5 pt ab sp 
09050 1500  5.0  0.0  0.74 M5 pt ab sp 
09051 1500  5.0  0.0  0.75 M5 pt ab sp 
09052 1500  5.0  0.0  0.70 M5 pt ab sp 
09053 1500  5.0  0.0  0.85 M5 pt ab sp 
09054 1500  5.0  0.0  0.91 M5 pt ab sp 
09055 1500  5.0  0.0  0.92 M5 pt ab sp 
09056 1500  5.0  0.0  0.93 M5 pt ab sp 
09057 1500  5.0  0.0  0.94 M5 pt ab sp 
09058 1500  5.0  0.0  0.95 M5 pt ab sp 
09059 1500  5.0  0.0  0.90 M5 pt ab sp 
09060 1500  5.0  0.0  1.05 M5 pt ab sp 
09061 1500  5.0  0.0  1.00 M5 pt ab sp 
09062 1500  5.0  0.0  1.12 M5 pt ab sp 
09063 1500  5.0  0.0  1.40 M5 pt ab sp 
09064 1500  5.0  0.5  0.35 M5 pt ab sp 
09065 1500  5.0  0.5  0.55 M5 pt ab sp 
09066 1500  5.0  0.5  0.71 M5 pt ab sp 
09067 1500  5.0  0.5  0.72 M5 pt ab sp 
09068 1500  5.0  0.5  0.73 M5 pt ab sp 
09069 1500  5.0  0.5  0.74 M5 pt ab sp 
09070 1500  5.0  0.5  0.75 M5 pt ab sp 
09071 1500  5.0  0.5  0.70 M5 pt ab sp 
09072 1500  5.0  0.5  0.85 M5 pt ab sp 
09073 1500  5.0  0.5  0.91 M5 pt ab sp 
09074 1500  5.0  0.5  0.92 M5 pt ab sp 
09075 1500  5.0  0.5  0.93 M5 pt ab sp 
09076 1500  5.0  0.5  0.94 M5 pt ab sp 
09077 1500  5.0  0.5  0.95 M5 pt ab sp 
09078 1500  5.0  0.5  0.90 M5 pt ab sp 
09079 1500  5.0  0.5  1.05 M5 pt ab sp 
09080 1500  5.0  0.5  1.00 M5 pt ab sp 
09081 1500  5.0  0.5  1.12 M5 pt ab sp 
09082 1500  5.0  0.5  1.40 M5 pt ab sp 
09083 1500  5.0  1.0  0.35 M5 pt ab sp 
09084 1500  5.0  1.0  0.55 M5 pt ab sp 
09085 1500  5.0  1.0  0.71 M5 pt ab sp 
09086 1500  5.0  1.0  0.72 M5 pt ab sp 
09087 1500  5.0  1.0  0.73 M5 pt ab sp 
09088 1500  5.0  1.0  0.74 M5 pt ab sp 
09089 1500  5.0  1.0  0.75 M5 pt ab sp 
09090 1500  5.0  1.0  0.70 M5 pt ab sp 
09091 1500  5.0  1.0  0.85 M5 pt ab sp 
09092 1500  5.0  1.0  0.91 M5 pt ab sp 
09093 1500  5.0  1.0  0.92 M5 pt ab sp 
09094 1500  5.0  1.0  0.93 M5 pt ab sp 
09095 1500  5.0  1.0  0.94 M5 pt ab sp 
09096 1500  5.0  1.0  0.95 M5 pt ab sp 
09097 1500  5.0  1.0  0.90 M5 pt ab sp 
09098 1500  5.0  1.0  1.05 M5 pt ab sp 
09099 1500  5.0  1.0  1.00 M5 pt ab sp 
09100 1500  5.0  1.0  1.12 M5 pt ab sp 
09101 1500  5.0  1.0  1.40 M5 pt ab sp 
09102 1500  5.0  2.0  0.35 M5 pt ab sp 
09103 1500  5.0  2.0  0.55 M5 pt ab sp 
09104 1500  5.0  2.0  0.71 M5 pt ab sp 
09105 1500  5.0  2.0  0.72 M5 pt ab sp 
09106 1500  5.0  2.0  0.73 M5 pt ab sp 
09107 1500  5.0  2.0  0.74 M5 pt ab sp 
09108 1500  5.0  2.0  0.75 M5 pt ab sp 
09109 1500  5.0  2.0  0.70 M5 pt ab sp 
09110 1500  5.0  2.0  0.85 M5 pt ab sp 
09111 1500  5.0  2.0  0.91 M5 pt ab sp 
09112 1500  5.0  2.0  0.92 M5 pt ab sp 
09113 1500  5.0  2.0  0.93 M5 pt ab sp 
09114 1500  5.0  2.0  0.94 M5 pt ab sp 
09115 1500  5.0  2.0  0.95 M5 pt ab sp 
09116 1500  5.0  2.0  0.90 M5 pt ab sp 
09117 1500  5.0  2.0  1.05 M5 pt ab sp 
09118 1500  5.0  2.0  1.00 M5 pt ab sp 
09119 1500  5.0  2.0  1.12 M5 pt ab sp 
09120 1500  5.0  2.0  1.40 M5 pt ab sp 
09121 1750  2.3 -0.5  0.35 M5 pt ab sp 
09122 1750  2.3 -0.5  0.55 M5 pt ab sp 
09123 1750  2.3 -0.5  0.71 M5 pt ab sp 
09124 1750  2.3 -0.5  0.72 M5 pt ab sp 
09125 1750  2.3 -0.5  0.73 M5 pt ab sp 
09126 1750  2.3 -0.5  0.74 M5 pt ab sp 
09127 1750  2.3 -0.5  0.75 M5 pt ab sp 
09128 1750  2.3 -0.5  0.70 M5 pt ab sp 
09129 1750  2.3 -0.5  0.85 M5 pt ab sp 
09130 1750  2.3 -0.5  0.91 M5 pt ab sp 
09131 1750  2.3 -0.5  0.92 M5 pt ab sp 
09132 1750  2.3 -0.5  0.93 M5 pt ab sp 
09133 1750  2.3 -0.5  0.94 M5 pt ab sp 
09134 1750  2.3 -0.5  0.95 M5 pt ab sp 
09135 1750  2.3 -0.5  0.90 M5 pt ab sp 
09136 1750  2.3 -0.5  1.05 M5 pt ab sp 
09137 1750  2.3 -0.5  1.00 M5 pt ab sp 
09138 1750  2.3 -0.5  1.12 M5 pt ab sp 
09139 1750  2.3 -0.5  1.40 M5 pt ab sp 
09140 1750  2.3  0.0  0.35 M5 pt ab sp 
09141 1750  2.3  0.0  0.55 M5 pt ab sp 
09142 1750  2.3  0.0  0.71 M5 pt ab sp 
09143 1750  2.3  0.0  0.72 M5 pt ab sp 
09144 1750  2.3  0.0  0.73 M5 pt ab sp 
09145 1750  2.3  0.0  0.74 M5 pt ab sp 
09146 1750  2.3  0.0  0.75 M5 pt ab sp 
09147 1750  2.3  0.0  0.70 M5 pt ab sp 
09148 1750  2.3  0.0  0.85 M5 pt ab sp 
09149 1750  2.3  0.0  0.91 M5 pt ab sp 
09150 1750  2.3  0.0  0.92 M5 pt ab sp 
09151 1750  2.3  0.0  0.93 M5 pt ab sp 
09152 1750  2.3  0.0  0.94 M5 pt ab sp 
09153 1750  2.3  0.0  0.95 M5 pt ab sp 
09154 1750  2.3  0.0  0.90 M5 pt ab sp 
09155 1750  2.3  0.0  1.05 M5 pt ab sp 
09156 1750  2.3  0.0  1.00 M5 pt ab sp 
09157 1750  2.3  0.0  1.12 M5 pt ab sp 
09158 1750  2.3  0.0  1.40 M5 pt ab sp 
09159 1750  2.3  0.5  0.35 M5 pt ab sp 
09160 1750  2.3  0.5  0.55 M5 pt ab sp 
09161 1750  2.3  0.5  0.71 M5 pt ab sp 
09162 1750  2.3  0.5  0.72 M5 pt ab sp 
09163 1750  2.3  0.5  0.73 M5 pt ab sp 
09164 1750  2.3  0.5  0.74 M5 pt ab sp 
09165 1750  2.3  0.5  0.75 M5 pt ab sp 
09166 1750  2.3  0.5  0.70 M5 pt ab sp 
09167 1750  2.3  0.5  0.85 M5 pt ab sp 
09168 1750  2.3  0.5  0.91 M5 pt ab sp 
09169 1750  2.3  0.5  0.92 M5 pt ab sp 
09170 1750  2.3  0.5  0.93 M5 pt ab sp 
09171 1750  2.3  0.5  0.94 M5 pt ab sp 
09172 1750  2.3  0.5  0.95 M5 pt ab sp 
09173 1750  2.3  0.5  0.90 M5 pt ab sp 
09174 1750  2.3  0.5  1.05 M5 pt ab sp 
09175 1750  2.3  0.5  1.00 M5 pt ab sp 
09176 1750  2.3  0.5  1.12 M5 pt ab sp 
09177 1750  2.3  0.5  1.40 M5 pt ab sp 
09178 1750  2.3  1.0  0.35 M5 pt ab sp 
09179 1750  2.3  1.0  0.55 M5 pt ab sp 
09180 1750  2.3  1.0  0.71 M5 pt ab sp 
09181 1750  2.3  1.0  0.72 M5 pt ab sp 
09182 1750  2.3  1.0  0.73 M5 pt ab sp 
09183 1750  2.3  1.0  0.74 M5 pt ab sp 
09184 1750  2.3  1.0  0.75 M5 pt ab sp 
09185 1750  2.3  1.0  0.70 M5 pt ab sp 
09186 1750  2.3  1.0  0.85 M5 pt ab sp 
09187 1750  2.3  1.0  0.91 M5 pt ab sp 
09188 1750  2.3  1.0  0.92 M5 pt ab sp 
09189 1750  2.3  1.0  0.93 M5 pt ab sp 
09190 1750  2.3  1.0  0.94 M5 pt ab sp 
09191 1750  2.3  1.0  0.95 M5 pt ab sp 
09192 1750  2.3  1.0  0.90 M5 pt ab sp 
09193 1750  2.3  1.0  1.05 M5 pt ab sp 
09194 1750  2.3  1.0  1.00 M5 pt ab sp 
09195 1750  2.3  1.0  1.12 M5 pt ab sp 
09196 1750  2.3  1.0  1.40 M5 pt ab sp 
09197 1750  2.3  2.0  0.35 M5 pt ab sp 
09198 1750  2.3  2.0  0.55 M5 pt ab sp 
09199 1750  2.3  2.0  0.71 M5 pt ab sp 
09200 1750  2.3  2.0  0.72 M5 pt ab sp 
09201 1750  2.3  2.0  0.73 M5 pt ab sp 
09202 1750  2.3  2.0  0.74 M5 pt ab sp 
09203 1750  2.3  2.0  0.75 M5 pt ab sp 
09204 1750  2.3  2.0  0.70 M5 pt ab sp 
09205 1750  2.3  2.0  0.85 M5 pt ab sp 
09206 1750  2.3  2.0  0.91 M5 pt ab sp 
09207 1750  2.3  2.0  0.92 M5 pt ab sp 
09208 1750  2.3  2.0  0.93 M5 pt ab sp 
09209 1750  2.3  2.0  0.94 M5 pt ab sp 
09210 1750  2.3  2.0  0.95 M5 pt ab sp 
09211 1750  2.3  2.0  0.90 M5 pt ab sp 
09212 1750  2.3  2.0  1.05 M5 pt ab sp 
09213 1750  2.3  2.0  1.00 M5 pt ab sp 
09214 1750  2.3  2.0  1.12 M5 pt ab sp 
09215 1750  2.3  2.0  1.40 M5 pt ab sp 
09216 1750  3.0 -0.5  0.35 M5 pt ab sp 
09217 1750  3.0 -0.5  0.55 M5 pt ab sp 
09218 1750  3.0 -0.5  0.71 M5 pt ab sp 
09219 1750  3.0 -0.5  0.72 M5 pt ab sp 
09220 1750  3.0 -0.5  0.73 M5 pt ab sp 
09221 1750  3.0 -0.5  0.74 M5 pt ab sp 
09222 1750  3.0 -0.5  0.75 M5 pt ab sp 
09223 1750  3.0 -0.5  0.70 M5 pt ab sp 
09224 1750  3.0 -0.5  0.85 M5 pt ab sp 
09225 1750  3.0 -0.5  0.91 M5 pt ab sp 
09226 1750  3.0 -0.5  0.92 M5 pt ab sp 
09227 1750  3.0 -0.5  0.93 M5 pt ab sp 
09228 1750  3.0 -0.5  0.94 M5 pt ab sp 
09229 1750  3.0 -0.5  0.95 M5 pt ab sp 
09230 1750  3.0 -0.5  0.90 M5 pt ab sp 
09231 1750  3.0 -0.5  1.05 M5 pt ab sp 
09232 1750  3.0 -0.5  1.00 M5 pt ab sp 
09233 1750  3.0 -0.5  1.12 M5 pt ab sp 
09234 1750  3.0 -0.5  1.40 M5 pt ab sp 
09235 1750  3.0  0.0  0.35 M5 pt ab sp 
09236 1750  3.0  0.0  0.55 M5 pt ab sp 
09237 1750  3.0  0.0  0.71 M5 pt ab sp 
09238 1750  3.0  0.0  0.72 M5 pt ab sp 
09239 1750  3.0  0.0  0.73 M5 pt ab sp 
09240 1750  3.0  0.0  0.74 M5 pt ab sp 
09241 1750  3.0  0.0  0.75 M5 pt ab sp 
09242 1750  3.0  0.0  0.70 M5 pt ab sp 
09243 1750  3.0  0.0  0.85 M5 pt ab sp 
09244 1750  3.0  0.0  0.91 M5 pt ab sp 
09245 1750  3.0  0.0  0.92 M5 pt ab sp 
09246 1750  3.0  0.0  0.93 M5 pt ab sp 
09247 1750  3.0  0.0  0.94 M5 pt ab sp 
09248 1750  3.0  0.0  0.95 M5 pt ab sp 
09249 1750  3.0  0.0  0.90 M5 pt ab sp 
09250 1750  3.0  0.0  1.05 M5 pt ab sp 
09251 1750  3.0  0.0  1.00 M5 pt ab sp 
09252 1750  3.0  0.0  1.12 M5 pt ab sp 
09253 1750  3.0  0.0  1.40 M5 pt ab sp 
09254 1750  3.0  0.5  0.35 M5 pt ab sp 
09255 1750  3.0  0.5  0.55 M5 pt ab sp 
09256 1750  3.0  0.5  0.71 M5 pt ab sp 
09257 1750  3.0  0.5  0.72 M5 pt ab sp 
09258 1750  3.0  0.5  0.73 M5 pt ab sp 
09259 1750  3.0  0.5  0.74 M5 pt ab sp 
09260 1750  3.0  0.5  0.75 M5 pt ab sp 
09261 1750  3.0  0.5  0.70 M5 pt ab sp 
09262 1750  3.0  0.5  0.85 M5 pt ab sp 
09263 1750  3.0  0.5  0.91 M5 pt ab sp 
09264 1750  3.0  0.5  0.92 M5 pt ab sp 
09265 1750  3.0  0.5  0.93 M5 pt ab sp 
09266 1750  3.0  0.5  0.94 M5 pt ab sp 
09267 1750  3.0  0.5  0.95 M5 pt ab sp 
09268 1750  3.0  0.5  0.90 M5 pt ab sp 
09269 1750  3.0  0.5  1.05 M5 pt ab sp 
09270 1750  3.0  0.5  1.00 M5 pt ab sp 
09271 1750  3.0  0.5  1.12 M5 pt ab sp 
09272 1750  3.0  0.5  1.40 M5 pt ab sp 
09273 1750  3.0  1.0  0.35 M5 pt ab sp 
09274 1750  3.0  1.0  0.55 M5 pt ab sp 
09275 1750  3.0  1.0  0.71 M5 pt ab sp 
09276 1750  3.0  1.0  0.72 M5 pt ab sp 
09277 1750  3.0  1.0  0.73 M5 pt ab sp 
09278 1750  3.0  1.0  0.74 M5 pt ab sp 
09279 1750  3.0  1.0  0.75 M5 pt ab sp 
09280 1750  3.0  1.0  0.70 M5 pt ab sp 
09281 1750  3.0  1.0  0.85 M5 pt ab sp 
09282 1750  3.0  1.0  0.91 M5 pt ab sp 
09283 1750  3.0  1.0  0.92 M5 pt ab sp 
09284 1750  3.0  1.0  0.93 M5 pt ab sp 
09285 1750  3.0  1.0  0.94 M5 pt ab sp 
09286 1750  3.0  1.0  0.95 M5 pt ab sp 
09287 1750  3.0  1.0  0.90 M5 pt ab sp 
09288 1750  3.0  1.0  1.05 M5 pt ab sp 
09289 1750  3.0  1.0  1.00 M5 pt ab sp 
09290 1750  3.0  1.0  1.12 M5 pt ab sp 
09291 1750  3.0  1.0  1.40 M5 pt ab sp 
09292 1750  3.0  2.0  0.35 M5 pt ab sp 
09293 1750  3.0  2.0  0.55 M5 pt ab sp 
09294 1750  3.0  2.0  0.71 M5 pt ab sp 
09295 1750  3.0  2.0  0.72 M5 pt ab sp 
09296 1750  3.0  2.0  0.73 M5 pt ab sp 
09297 1750  3.0  2.0  0.74 M5 pt ab sp 
09298 1750  3.0  2.0  0.75 M5 pt ab sp 
09299 1750  3.0  2.0  0.70 M5 pt ab sp 
09300 1750  3.0  2.0  0.85 M5 pt ab sp 
09301 1750  3.0  2.0  0.91 M5 pt ab sp 
09302 1750  3.0  2.0  0.92 M5 pt ab sp 
09303 1750  3.0  2.0  0.93 M5 pt ab sp 
09304 1750  3.0  2.0  0.94 M5 pt ab sp 
09305 1750  3.0  2.0  0.95 M5 pt ab sp 
09306 1750  3.0  2.0  0.90 M5 pt ab sp 
09307 1750  3.0  2.0  1.05 M5 pt ab sp 
09308 1750  3.0  2.0  1.00 M5 pt ab sp 
09309 1750  3.0  2.0  1.12 M5 pt ab sp 
09310 1750  3.0  2.0  1.40 M5 pt ab sp 
09311 1750  4.0 -0.5  0.35 M5 pt ab sp 
09312 1750  4.0 -0.5  0.55 M5 pt ab sp 
09313 1750  4.0 -0.5  0.71 M5 pt ab sp 
09314 1750  4.0 -0.5  0.72 M5 pt ab sp 
09315 1750  4.0 -0.5  0.73 M5 pt ab sp 
09316 1750  4.0 -0.5  0.74 M5 pt ab sp 
09317 1750  4.0 -0.5  0.75 M5 pt ab sp 
09318 1750  4.0 -0.5  0.70 M5 pt ab sp 
09319 1750  4.0 -0.5  0.85 M5 pt ab sp 
09320 1750  4.0 -0.5  0.91 M5 pt ab sp 
09321 1750  4.0 -0.5  0.92 M5 pt ab sp 
09322 1750  4.0 -0.5  0.93 M5 pt ab sp 
09323 1750  4.0 -0.5  0.94 M5 pt ab sp 
09324 1750  4.0 -0.5  0.95 M5 pt ab sp 
09325 1750  4.0 -0.5  0.90 M5 pt ab sp 
09326 1750  4.0 -0.5  1.05 M5 pt ab sp 
09327 1750  4.0 -0.5  1.00 M5 pt ab sp 
09328 1750  4.0 -0.5  1.12 M5 pt ab sp 
09329 1750  4.0 -0.5  1.40 M5 pt ab sp 
09330 1750  4.0  0.0  0.35 M5 pt ab sp 
09331 1750  4.0  0.0  0.55 M5 pt ab sp 
09332 1750  4.0  0.0  0.71 M5 pt ab sp 
09333 1750  4.0  0.0  0.72 M5 pt ab sp 
09334 1750  4.0  0.0  0.73 M5 pt ab sp 
09335 1750  4.0  0.0  0.74 M5 pt ab sp 
09336 1750  4.0  0.0  0.75 M5 pt ab sp 
09337 1750  4.0  0.0  0.70 M5 pt ab sp 
09338 1750  4.0  0.0  0.85 M5 pt ab sp 
09339 1750  4.0  0.0  0.91 M5 pt ab sp 
09340 1750  4.0  0.0  0.92 M5 pt ab sp 
09341 1750  4.0  0.0  0.93 M5 pt ab sp 
09342 1750  4.0  0.0  0.94 M5 pt ab sp 
09343 1750  4.0  0.0  0.95 M5 pt ab sp 
09344 1750  4.0  0.0  0.90 M5 pt ab sp 
09345 1750  4.0  0.0  1.05 M5 pt ab sp 
09346 1750  4.0  0.0  1.00 M5 pt ab sp 
09347 1750  4.0  0.0  1.12 M5 pt ab sp 
09348 1750  4.0  0.0  1.40 M5 pt ab sp 
09349 1750  4.0  0.5  0.35 M5 pt ab sp 
09350 1750  4.0  0.5  0.55 M5 pt ab sp 
09351 1750  4.0  0.5  0.71 M5 pt ab sp 
09352 1750  4.0  0.5  0.72 M5 pt ab sp 
09353 1750  4.0  0.5  0.73 M5 pt ab sp 
09354 1750  4.0  0.5  0.74 M5 pt ab sp 
09355 1750  4.0  0.5  0.75 M5 pt ab sp 
09356 1750  4.0  0.5  0.70 M5 pt ab sp 
09357 1750  4.0  0.5  0.85 M5 pt ab sp 
09358 1750  4.0  0.5  0.91 M5 pt ab sp 
09359 1750  4.0  0.5  0.92 M5 pt ab sp 
09360 1750  4.0  0.5  0.93 M5 pt ab sp 
09361 1750  4.0  0.5  0.94 M5 pt ab sp 
09362 1750  4.0  0.5  0.95 M5 pt ab sp 
09363 1750  4.0  0.5  0.90 M5 pt ab sp 
09364 1750  4.0  0.5  1.05 M5 pt ab sp 
09365 1750  4.0  0.5  1.00 M5 pt ab sp 
09366 1750  4.0  0.5  1.12 M5 pt ab sp 
09367 1750  4.0  0.5  1.40 M5 pt ab sp 
09368 1750  4.0  1.0  0.35 M5 pt ab sp 
09369 1750  4.0  1.0  0.55 M5 pt ab sp 
09370 1750  4.0  1.0  0.71 M5 pt ab sp 
09371 1750  4.0  1.0  0.72 M5 pt ab sp 
09372 1750  4.0  1.0  0.73 M5 pt ab sp 
09373 1750  4.0  1.0  0.74 M5 pt ab sp 
09374 1750  4.0  1.0  0.75 M5 pt ab sp 
09375 1750  4.0  1.0  0.70 M5 pt ab sp 
09376 1750  4.0  1.0  0.85 M5 pt ab sp 
09377 1750  4.0  1.0  0.91 M5 pt ab sp 
09378 1750  4.0  1.0  0.92 M5 pt ab sp 
09379 1750  4.0  1.0  0.93 M5 pt ab sp 
09380 1750  4.0  1.0  0.94 M5 pt ab sp 
09381 1750  4.0  1.0  0.95 M5 pt ab sp 
09382 1750  4.0  1.0  0.90 M5 pt ab sp 
09383 1750  4.0  1.0  1.05 M5 pt ab sp 
09384 1750  4.0  1.0  1.00 M5 pt ab sp 
09385 1750  4.0  1.0  1.12 M5 pt ab sp 
09386 1750  4.0  1.0  1.40 M5 pt ab sp 
09387 1750  4.0  2.0  0.35 M5 pt ab sp 
09388 1750  4.0  2.0  0.55 M5 pt ab sp 
09389 1750  4.0  2.0  0.71 M5 pt ab sp 
09390 1750  4.0  2.0  0.72 M5 pt ab sp 
09391 1750  4.0  2.0  0.73 M5 pt ab sp 
09392 1750  4.0  2.0  0.74 M5 pt ab sp 
09393 1750  4.0  2.0  0.75 M5 pt ab sp 
09394 1750  4.0  2.0  0.70 M5 pt ab sp 
09395 1750  4.0  2.0  0.85 M5 pt ab sp 
09396 1750  4.0  2.0  0.91 M5 pt ab sp 
09397 1750  4.0  2.0  0.92 M5 pt ab sp 
09398 1750  4.0  2.0  0.93 M5 pt ab sp 
09399 1750  4.0  2.0  0.94 M5 pt ab sp 
09400 1750  4.0  2.0  0.95 M5 pt ab sp 
09401 1750  4.0  2.0  0.90 M5 pt ab sp 
09402 1750  4.0  2.0  1.05 M5 pt ab sp 
09403 1750  4.0  2.0  1.00 M5 pt ab sp 
09404 1750  4.0  2.0  1.12 M5 pt ab sp 
09405 1750  4.0  2.0  1.40 M5 pt ab sp 
09406 1750  5.0 -0.5  0.35 M5 pt ab sp 
09407 1750  5.0 -0.5  0.55 M5 pt ab sp 
09408 1750  5.0 -0.5  0.71 M5 pt ab sp 
09409 1750  5.0 -0.5  0.72 M5 pt ab sp 
09410 1750  5.0 -0.5  0.73 M5 pt ab sp 
09411 1750  5.0 -0.5  0.74 M5 pt ab sp 
09412 1750  5.0 -0.5  0.75 M5 pt ab sp 
09413 1750  5.0 -0.5  0.70 M5 pt ab sp 
09414 1750  5.0 -0.5  0.85 M5 pt ab sp 
09415 1750  5.0 -0.5  0.91 M5 pt ab sp 
09416 1750  5.0 -0.5  0.92 M5 pt ab sp 
09417 1750  5.0 -0.5  0.93 M5 pt ab sp 
09418 1750  5.0 -0.5  0.94 M5 pt ab sp 
09419 1750  5.0 -0.5  0.95 M5 pt ab sp 
09420 1750  5.0 -0.5  0.90 M5 pt ab sp 
09421 1750  5.0 -0.5  1.05 M5 pt ab sp 
09422 1750  5.0 -0.5  1.00 M5 pt ab sp 
09423 1750  5.0 -0.5  1.12 M5 pt ab sp 
09424 1750  5.0 -0.5  1.40 M5 pt ab sp 
09425 1750  5.0  0.0  0.35 M5 pt ab sp 
09426 1750  5.0  0.0  0.55 M5 pt ab sp 
09427 1750  5.0  0.0  0.71 M5 pt ab sp 
09428 1750  5.0  0.0  0.72 M5 pt ab sp 
09429 1750  5.0  0.0  0.73 M5 pt ab sp 
09430 1750  5.0  0.0  0.74 M5 pt ab sp 
09431 1750  5.0  0.0  0.75 M5 pt ab sp 
